chr	anotation	type	start	end	score	strand	frame	gene	attribute
4	Araport11	gene	14562639	14564512	.	-	.	AT4G29735	protein_coding
4	Araport11	gene	14566183	14569380	.	+	.	AT4G29740	protein_coding
4	Araport11	gene	14569665	14573177	.	+	.	AT4G29750	protein_coding
4	Araport11	gene	14573600	14575366	.	+	.	AT4G29760	protein_coding
4	Araport11	gene	14575718	14577643	.	+	.	AT4G29770	protein_coding
4	Araport11	gene	14579563	14582057	.	+	.	AT4G29780	protein_coding
4	Araport11	gene	14582791	14590575	.	+	.	AT4G29790	protein_coding
4	Araport11	gene	14590645	14592825	.	-	.	AT4G29800	protein_coding
4	Araport11	gene	14592963	14595384	.	-	.	AT4G29810	protein_coding
4	Araport11	gene	14595680	14597516	.	-	.	AT4G29820	protein_coding
4	Araport11	gene	14597559	14599300	.	+	.	AT4G29830	protein_coding
4	Araport11	gene	14599216	14601055	.	-	.	AT4G29840	protein_coding
4	Araport11	gene	14601621	14603011	.	-	.	AT4G29850	protein_coding
4	Araport11	gene	14601698	14605810	.	-	.	AT4G29860	protein_coding
4	Araport11	gene	14606000	14606668	.	+	.	AT4G29870	protein_coding
4	Araport11	gene	14606926	14608478	.	-	.	AT4G29880	protein_coding
4	Araport11	gene	14608833	14610998	.	+	.	AT4G29890	protein_coding
4	Araport11	gene	14610883	14619685	.	-	.	AT4G29900	protein_coding
4	Araport11	gene	14626921	14627631	.	-	.	AT4G29905	protein_coding
4	Araport11	gene	14627885	14630804	.	-	.	AT4G29910	protein_coding
4	Araport11	gene	14632413	14636101	.	-	.	AT4G29920	protein_coding
4	Araport11	gene	14643994	14647637	.	+	.	AT4G29930	protein_coding
4	Araport11	gene	14648138	14653489	.	-	.	AT4G29940	protein_coding
4	Araport11	gene	14656954	14660573	.	+	.	AT4G29950	protein_coding
4	Araport11	gene	14660567	14662426	.	-	.	AT4G29960	protein_coding
4	Araport11	gene	14662765	14663917	.	-	.	AT4G29970	protein_coding
4	Araport11	gene	14664941	14665583	.	-	.	AT4G29980	protein_coding
4	Araport11	gene	14665684	14670030	.	-	.	AT4G29990	protein_coding
4	Araport11	gene	14670156	14672669	.	-	.	AT4G30000	protein_coding
4	Araport11	gene	14672669	14674225	.	+	.	AT4G30010	protein_coding
4	Araport11	gene	14677141	14681961	.	+	.	AT4G30020	protein_coding
4	Araport11	gene	14682210	14683484	.	-	.	AT4G30030	protein_coding
4	Araport11	gene	14685602	14686885	.	+	.	AT4G30040	protein_coding
4	Araport11	gene	14687029	14687776	.	-	.	AT4G30050	protein_coding
4	Araport11	gene	14688991	14692553	.	-	.	AT4G30060	protein_coding
4	Araport11	gene	14694239	14694778	.	+	.	AT4G30064	protein_coding
4	Araport11	gene	14696074	14696597	.	+	.	AT4G30067	protein_coding
4	Araport11	gene	14697489	14698430	.	+	.	AT4G30070	protein_coding
4	Araport11	gene	14698731	14699140	.	+	.	AT4G30072	pseudogene
4	Araport11	gene	14699737	14700599	.	-	.	AT4G30074	protein_coding
4	Araport11	gene	14703065	14706354	.	-	.	AT4G30080	protein_coding
4	Araport11	gene	14708624	14711685	.	-	.	AT4G30090	protein_coding
4	Araport11	gene	14713518	14713661	.	-	.	AT4G30097	protein_coding
4	Araport11	gene	14713400	14720061	.	+	.	AT4G30100	protein_coding
4	Araport11	gene	14720062	14725311	.	-	.	AT4G30110	protein_coding
4	Araport11	gene	14730215	14733628	.	-	.	AT4G30120	protein_coding
4	Araport11	gene	14734455	14738335	.	+	.	AT4G30130	protein_coding
4	Araport11	gene	14738326	14740742	.	-	.	AT4G30140	protein_coding
4	Araport11	gene	14742292	14750042	.	+	.	AT4G30150	protein_coding
4	Araport11	gene	14753232	14760236	.	+	.	AT4G30160	protein_coding
4	Araport11	gene	14762819	14764636	.	+	.	AT4G30170	protein_coding
4	Araport11	gene	14768784	14769771	.	+	.	AT4G30180	protein_coding
4	Araport11	gene	14770395	14776247	.	-	.	AT4G30190	protein_coding
4	Araport11	gene	14786532	14790501	.	-	.	AT4G30200	protein_coding
4	Araport11	gene	14796695	14800961	.	+	.	AT4G30210	protein_coding
4	Araport11	gene	14802931	14804461	.	-	.	AT4G30220	protein_coding
4	Araport11	gene	14806251	14807425	.	+	.	AT4G30230	protein_coding
4	Araport11	gene	14807889	14810075	.	-	.	AT4G30240	protein_coding
4	Araport11	gene	14810936	14813107	.	-	.	AT4G30250	protein_coding
4	Araport11	gene	14816575	14819084	.	-	.	AT4G30260	protein_coding
4	Araport11	gene	14819192	14820595	.	-	.	AT4G30270	protein_coding
4	Araport11	gene	14825757	14827211	.	-	.	AT4G30280	protein_coding
4	Araport11	gene	14828712	14830224	.	-	.	AT4G30290	protein_coding
4	Araport11	gene	14831005	14831550	.	-	.	AT4G30300	protein_coding
4	Araport11	gene	14831738	14835343	.	+	.	AT4G30310	protein_coding
4	Araport11	gene	14835792	14836531	.	+	.	AT4G30320	protein_coding
4	Araport11	gene	14836548	14838149	.	-	.	AT4G30330	protein_coding
4	Araport11	gene	14838172	14841147	.	-	.	AT4G30340	protein_coding
4	Araport11	gene	14847583	14851248	.	+	.	AT4G30350	protein_coding
4	Araport11	gene	14854694	14858019	.	-	.	AT4G30360	protein_coding
4	Araport11	gene	14858444	14859503	.	-	.	AT4G30370	protein_coding
4	Araport11	gene	14860480	14861239	.	+	.	AT4G30380	protein_coding
4	Araport11	gene	14862009	14863185	.	-	.	AT4G30390	protein_coding
4	Araport11	gene	14866763	14868704	.	+	.	AT4G30400	protein_coding
4	Araport11	gene	14870984	14872267	.	-	.	AT4G30410	protein_coding
4	Araport11	gene	14876905	14878914	.	+	.	AT4G30420	protein_coding
4	Araport11	gene	14878783	14880331	.	-	.	AT4G30430	protein_coding
4	Araport11	gene	14881689	14883583	.	-	.	AT4G30440	protein_coding
4	Araport11	gene	14886027	14886784	.	-	.	AT4G30450	protein_coding
4	Araport11	gene	14888931	14889855	.	-	.	AT4G30460	protein_coding
4	Araport11	gene	14894073	14896844	.	+	.	AT4G30470	protein_coding
4	Araport11	gene	14897346	14899121	.	+	.	AT4G30480	protein_coding
4	Araport11	gene	14899034	14902144	.	-	.	AT4G30490	protein_coding
4	Araport11	gene	14903351	14905008	.	+	.	AT4G30500	protein_coding
4	Araport11	gene	14905097	14907645	.	-	.	AT4G30510	protein_coding
4	Araport11	gene	14907942	14911446	.	-	.	AT4G30520	protein_coding
4	Araport11	gene	14920376	14922519	.	+	.	AT4G30530	protein_coding
4	Araport11	gene	14923327	14925195	.	+	.	AT4G30540	protein_coding
4	Araport11	gene	14925407	14926861	.	+	.	AT4G30550	protein_coding
4	Araport11	gene	14926834	14930355	.	-	.	AT4G30560	protein_coding
4	Araport11	gene	14930599	14932021	.	-	.	AT4G30570	protein_coding
4	Araport11	gene	14932105	14934528	.	-	.	AT4G30580	protein_coding
4	Araport11	gene	14935584	14936562	.	-	.	AT4G30590	protein_coding
4	Araport11	gene	14937840	14941208	.	-	.	AT4G30600	protein_coding
4	Araport11	gene	14944129	14948605	.	+	.	AT4G30610	protein_coding
4	Araport11	gene	14948586	14950072	.	-	.	AT4G30620	protein_coding
4	Araport11	gene	14950320	14952446	.	+	.	AT4G30630	protein_coding
4	Araport11	gene	14952591	14953849	.	+	.	AT4G30640	protein_coding
4	Araport11	gene	14954204	14955114	.	+	.	AT4G30650	protein_coding
4	Araport11	gene	14955373	14956171	.	+	.	AT4G30660	protein_coding
4	Araport11	gene	14955909	14956790	.	-	.	AT4G30662	protein_coding
4	Araport11	gene	14957294	14958080	.	-	.	AT4G30670	protein_coding
4	Araport11	gene	14958687	14960321	.	-	.	AT4G30680	protein_coding
4	Araport11	gene	14960594	14962466	.	+	.	AT4G30690	protein_coding
4	Araport11	gene	14962493	14965023	.	-	.	AT4G30700	protein_coding
4	Araport11	gene	14965143	14969763	.	-	.	AT4G30710	protein_coding
4	Araport11	gene	14971833	14975528	.	-	.	AT4G30720	protein_coding
4	Araport11	gene	14976418	14976940	.	-	.	AT4G30730	protein_coding
4	Araport11	gene	14979246	14979864	.	-	.	AT4G30740	protein_coding
4	Araport11	gene	14980853	14982404	.	-	.	AT4G30750	protein_coding
4	Araport11	gene	14982359	14983494	.	+	.	AT4G30760	protein_coding
4	Araport11	gene	14985559	14986876	.	-	.	AT4G30770	protein_coding
4	Araport11	gene	14990286	14993085	.	+	.	AT4G30780	protein_coding
4	Araport11	gene	14992396	14998649	.	-	.	AT4G30790	protein_coding
4	Araport11	gene	15000960	15002671	.	+	.	AT4G30800	protein_coding
4	Araport11	gene	15003146	15006216	.	+	.	AT4G30810	protein_coding
4	Araport11	gene	15006485	15008650	.	+	.	AT4G30820	protein_coding
4	Araport11	gene	15009471	15012588	.	+	.	AT4G30825	protein_coding
4	Araport11	gene	15015236	15017365	.	-	.	AT4G30830	protein_coding
4	Araport11	gene	15017472	15019771	.	-	.	AT4G30840	protein_coding
4	Araport11	gene	15019833	15020509	.	+	.	AT4G30845	protein_coding
4	Araport11	gene	15020182	15022505	.	-	.	AT4G30850	protein_coding
4	Araport11	gene	15024444	15027672	.	+	.	AT4G30860	protein_coding
4	Araport11	gene	15028380	15032645	.	+	.	AT4G30870	protein_coding
4	Araport11	gene	15032978	15033256	.	-	.	AT4G30872	other_rna
4	Araport11	gene	15035207	15035843	.	+	.	AT4G30880	protein_coding
4	Araport11	gene	15036020	15039417	.	-	.	AT4G30890	protein_coding
4	Araport11	gene	15039336	15042401	.	+	.	AT4G30900	protein_coding
4	Araport11	gene	15042357	15045344	.	-	.	AT4G30910	protein_coding
4	Araport11	gene	15046457	15049438	.	-	.	AT4G30920	protein_coding
4	Araport11	gene	15049811	15051751	.	-	.	AT4G30930	protein_coding
4	Araport11	gene	15051764	15054107	.	-	.	AT4G30935	protein_coding
4	Araport11	gene	15054873	15056945	.	+	.	AT4G30940	protein_coding
4	Araport11	gene	15056975	15059846	.	-	.	AT4G30950	protein_coding
4	Araport11	gene	15067028	15069183	.	+	.	AT4G30960	protein_coding
4	Araport11	gene	15069266	15074588	.	-	.	AT4G30970	protein_coding
4	Araport11	gene	15074425	15078076	.	+	.	AT4G30975	other_rna
4	Araport11	gene	15078731	15081775	.	-	.	AT4G30980	protein_coding
4	Araport11	gene	15084098	15097986	.	+	.	AT4G30990	protein_coding
4	Araport11	gene	15098041	15100783	.	+	.	AT4G30993	protein_coding
4	Araport11	gene	15101065	15102788	.	+	.	AT4G30996	protein_coding
4	Araport11	gene	15103120	15105979	.	+	.	AT4G31000	protein_coding
4	Araport11	gene	15106558	15108636	.	+	.	AT4G31010	protein_coding
4	Araport11	gene	15108101	15110289	.	-	.	AT4G31020	protein_coding
4	Araport11	gene	15111217	15111599	.	-	.	AT4G31030	protein_coding
4	Araport11	gene	15111477	15114126	.	-	.	AT4G31040	protein_coding
4	Araport11	gene	15114250	15115633	.	+	.	AT4G31050	protein_coding
4	Araport11	gene	15116148	15117756	.	+	.	AT4G31060	protein_coding
4	Araport11	gene	15117756	15120608	.	-	.	AT4G31070	protein_coding
4	Araport11	gene	15117779	15118562	.	-	.	AT4G31073	protein_coding
4	Araport11	gene	15120650	15120722	73	+	.	AT4G31075	pre_trna
4	Araport11	gene	15120824	15123527	.	+	.	AT4G31080	protein_coding
4	Araport11	gene	15123763	15126884	.	+	.	AT4G31100	protein_coding
4	Araport11	gene	15127045	15130021	.	+	.	AT4G31110	protein_coding
4	Araport11	gene	15130075	15132035	.	+	.	AT4G31115	protein_coding
4	Araport11	gene	15132011	15136696	.	-	.	AT4G31120	protein_coding
4	Araport11	gene	15136909	15138871	.	-	.	AT4G31130	protein_coding
4	Araport11	gene	15141068	15143391	.	+	.	AT4G31140	protein_coding
4	Araport11	gene	15143217	15145640	.	-	.	AT4G31150	protein_coding
4	Araport11	gene	15145628	15153112	.	+	.	AT4G31160	protein_coding
4	Araport11	gene	15153154	15155742	.	-	.	AT4G31170	protein_coding
4	Araport11	gene	15155751	15159594	.	+	.	AT4G31180	protein_coding
4	Araport11	gene	15159798	15160175	.	-	.	AT4G31190	pseudogene
4	Araport11	gene	15161173	15161415	.	+	.	AT4G31196	protein_coding
4	Araport11	gene	15161600	15164936	.	-	.	AT4G31200	protein_coding
4	Araport11	gene	15165125	15172807	.	+	.	AT4G31210	protein_coding
4	Araport11	gene	15172232	15176292	.	-	.	AT4G31230	protein_coding
4	Araport11	gene	15176455	15178849	.	-	.	AT4G31240	protein_coding
4	Araport11	gene	15179132	15180803	.	+	.	AT4G31248	antisense_long_noncoding_rna
4	Araport11	gene	15178925	15181937	.	-	.	AT4G31250	protein_coding
4	Araport11	gene	15182593	15183006	.	-	.	AT4G31260	protein_coding
4	Araport11	gene	15183084	15183156	73	+	.	AT4G31265	pre_trna
4	Araport11	gene	15183188	15184961	.	-	.	AT4G31270	protein_coding
4	Araport11	gene	15185801	15186005	.	-	.	AT4G31280	protein_coding
4	Araport11	gene	15185775	15188484	.	+	.	AT4G31290	protein_coding
4	Araport11	gene	15188744	15191217	.	+	.	AT4G31300	protein_coding
4	Araport11	gene	15191220	15192596	.	+	.	AT4G31310	protein_coding
4	Araport11	gene	15193709	15194665	.	-	.	AT4G31320	protein_coding
4	Araport11	gene	15202288	15203562	.	+	.	AT4G31330	protein_coding
4	Araport11	gene	15205437	15209604	.	+	.	AT4G31340	protein_coding
4	Araport11	gene	15212429	15216029	.	+	.	AT4G31350	protein_coding
4	Araport11	gene	15217257	15217884	.	+	.	AT4G31351	protein_coding
4	Araport11	gene	15218069	15220811	.	+	.	AT4G31354	protein_coding
4	Araport11	gene	15219431	15220309	.	-	.	AT4G31355	protein_coding
4	Araport11	gene	15221843	15223627	.	+	.	AT4G31360	protein_coding
4	Araport11	gene	15223655	15224685	.	-	.	AT4G31370	protein_coding
4	Araport11	gene	15230008	15230382	.	+	.	AT4G31380	protein_coding
4	Araport11	gene	15233042	15237193	.	+	.	AT4G31390	protein_coding
4	Araport11	gene	15238554	15239474	.	-	.	AT4G31398	antisense_long_noncoding_rna
4	Araport11	gene	15237191	15239323	.	+	.	AT4G31400	protein_coding
4	Araport11	gene	15239901	15241672	.	-	.	AT4G31405	protein_coding
4	Araport11	gene	15241687	15242987	.	-	.	AT4G31408	other_rna
4	Araport11	gene	15243723	15245838	.	+	.	AT4G31410	protein_coding
4	Araport11	gene	15245813	15248058	.	-	.	AT4G31420	protein_coding
4	Araport11	gene	15248377	15252837	.	+	.	AT4G31430	protein_coding
4	Araport11	gene	15253731	15254870	.	+	.	AT4G31440	protein_coding
4	Araport11	gene	15254877	15254999	.	+	.	AT4G31441	protein_coding
4	Araport11	gene	15255576	15258882	.	-	.	AT4G31450	protein_coding
4	Araport11	gene	15259469	15261360	.	-	.	AT4G31460	protein_coding
4	Araport11	gene	15261444	15262412	.	-	.	AT4G31470	protein_coding
4	Araport11	gene	15263016	15267891	.	+	.	AT4G31480	protein_coding
4	Araport11	gene	15268446	15273230	.	+	.	AT4G31490	protein_coding
4	Araport11	gene	15273410	15275404	.	-	.	AT4G31500	protein_coding
4	Araport11	gene	15276076	15277505	.	-	.	AT4G31510	protein_coding
4	Araport11	gene	15278092	15282014	.	-	.	AT4G31520	protein_coding
4	Araport11	gene	15282230	15287390	.	+	.	AT4G31530	protein_coding
4	Araport11	gene	15284385	15287464	.	-	.	AT4G31540	protein_coding
4	Araport11	gene	15289788	15291934	.	-	.	AT4G31550	protein_coding
4	Araport11	gene	15295138	15296310	.	+	.	AT4G31560	protein_coding
4	Araport11	gene	15296386	15306480	.	+	.	AT4G31570	protein_coding
4	Araport11	gene	15306544	15309035	.	+	.	AT4G31580	protein_coding
4	Araport11	gene	15309506	15312987	.	-	.	AT4G31590	protein_coding
4	Araport11	gene	15314867	15317160	.	-	.	AT4G31600	protein_coding
4	Araport11	gene	15317499	15320046	.	+	.	AT4G31610	protein_coding
4	Araport11	gene	15320026	15322311	.	-	.	AT4G31615	protein_coding
4	Araport11	gene	15322395	15324720	.	-	.	AT4G31620	protein_coding
4	Araport11	gene	15325343	15327220	.	-	.	AT4G31630	protein_coding
4	Araport11	gene	15328271	15329791	.	+	.	AT4G31640	protein_coding
4	Araport11	gene	15330993	15333553	.	+	.	AT4G31650	protein_coding
4	Araport11	gene	15334013	15335630	.	+	.	AT4G31660	protein_coding
4	Araport11	gene	15335743	15339613	.	-	.	AT4G31670	protein_coding
4	Araport11	gene	15340260	15342081	.	-	.	AT4G31680	protein_coding
4	Araport11	gene	15343327	15343986	.	-	.	AT4G31685	protein_coding
4	Araport11	gene	15343990	15345180	.	-	.	AT4G31690	protein_coding
4	Araport11	gene	15345712	15345796	36	-	.	AT4G31695	pre_trna
4	Araport11	gene	15345979	15347804	.	-	.	AT4G31700	protein_coding
4	Araport11	gene	15349121	15352962	.	+	.	AT4G31710	protein_coding
4	Araport11	gene	15353659	15354046	.	+	.	AT4G31715	protein_coding
4	Araport11	gene	15353796	15356431	.	-	.	AT4G31720	protein_coding
4	Araport11	gene	15361012	15362074	.	+	.	AT4G31730	protein_coding
4	Araport11	gene	15363778	15364349	.	+	.	AT4G31740	protein_coding
4	Araport11	gene	15363708	15367892	.	-	.	AT4G31750	protein_coding
4	Araport11	gene	15368260	15369724	1.59e+03	-	.	AT4G31760	protein_coding
4	Araport11	gene	15370061	15372942	.	-	.	AT4G31770	protein_coding
4	Araport11	gene	15373988	15377172	.	+	.	AT4G31780	protein_coding
4	Araport11	gene	15377158	15379025	.	+	.	AT4G31790	protein_coding
4	Araport11	gene	15382777	15385100	.	+	.	AT4G31800	protein_coding
4	Araport11	gene	15385280	15387097	.	+	.	AT4G31805	protein_coding
4	Araport11	gene	15386788	15390430	.	-	.	AT4G31810	protein_coding
4	Araport11	gene	15390519	15394626	.	-	.	AT4G31820	protein_coding
4	Araport11	gene	15400604	15401225	.	-	.	AT4G31830	protein_coding
4	Araport11	gene	15401640	15402629	.	+	.	AT4G31840	protein_coding
4	Araport11	gene	15403020	15406493	.	+	.	AT4G31850	protein_coding
4	Araport11	gene	15406439	15409056	.	-	.	AT4G31860	protein_coding
4	Araport11	gene	15410078	15412486	.	+	.	AT4G31870	protein_coding
4	Araport11	gene	15411701	15412451	.	-	.	AT4G31875	protein_coding
4	Araport11	gene	15418947	15424311	.	-	.	AT4G31880	protein_coding
4	Araport11	gene	15425886	15429225	.	-	.	AT4G31890	protein_coding
4	Araport11	gene	15430224	15430297	74	-	.	AT4G31895	pre_trna
4	Araport11	gene	15431350	15438678	.	+	.	AT4G31900	protein_coding
4	Araport11	gene	15440971	15444006	.	+	.	AT4G31910	protein_coding
4	Araport11	gene	15444053	15447042	.	-	.	AT4G31920	protein_coding
4	Araport11	gene	15449507	15450919	.	-	.	AT4G31930	protein_coding
4	Araport11	gene	15451988	15454224	.	+	.	AT4G31940	protein_coding
4	Araport11	gene	15455083	15457121	.	+	.	AT4G31950	protein_coding
4	Araport11	gene	15458990	15459781	.	-	.	AT4G31960	protein_coding
4	Araport11	gene	15462350	15464563	.	+	.	AT4G31970	protein_coding
4	Araport11	gene	15464642	15469204	.	+	.	AT4G31980	protein_coding
4	Araport11	gene	15469841	15470733	.	+	.	AT4G31985	protein_coding
4	Araport11	gene	15470744	15473885	.	-	.	AT4G31990	protein_coding
4	Araport11	gene	15473898	15476990	.	-	.	AT4G32000	protein_coding
4	Araport11	gene	15479379	15485354	.	+	.	AT4G32010	protein_coding
4	Araport11	gene	15487914	15490048	.	+	.	AT4G32020	protein_coding
4	Araport11	gene	15490566	15493436	.	+	.	AT4G32030	protein_coding
4	Araport11	gene	15493989	15496381	.	+	.	AT4G32040	protein_coding
4	Araport11	gene	15496520	15500926	.	+	.	AT4G32050	protein_coding
4	Araport11	gene	15500926	15503593	.	+	.	AT4G32060	protein_coding
4	Araport11	gene	15503802	15507312	.	-	.	AT4G32070	protein_coding
4	Araport11	gene	15508231	15509111	.	-	.	AT4G32080	protein_coding
4	Araport11	gene	15509990	15510820	.	-	.	AT4G32090	protein_coding
4	Araport11	gene	15511757	15512218	.	-	.	AT4G32100	protein_coding
4	Araport11	gene	15513214	15514087	.	-	.	AT4G32105	protein_coding
4	Araport11	gene	15515649	15516452	.	-	.	AT4G32110	protein_coding
4	Araport11	gene	15516776	15519996	.	-	.	AT4G32120	protein_coding
4	Araport11	gene	15520025	15522695	.	-	.	AT4G32130	protein_coding
4	Araport11	gene	15522788	15525536	.	-	.	AT4G32140	protein_coding
4	Araport11	gene	15525979	15527926	.	-	.	AT4G32150	protein_coding
4	Araport11	gene	15528425	15533279	.	+	.	AT4G32160	protein_coding
4	Araport11	gene	15533701	15535369	.	+	.	AT4G32170	protein_coding
4	Araport11	gene	15535434	15537602	.	+	.	AT4G32175	protein_coding
4	Araport11	gene	15537559	15543954	.	-	.	AT4G32180	protein_coding
4	Araport11	gene	15544800	15547857	.	+	.	AT4G32190	protein_coding
4	Araport11	gene	15548840	15555105	.	+	.	AT4G32200	protein_coding
4	Araport11	gene	15555495	15556159	.	+	.	AT4G32205	transposable_element_gene
4	Araport11	gene	15558505	15559650	.	-	.	AT4G32208	protein_coding
4	Araport11	gene	15556397	15558167	.	-	.	AT4G32210	protein_coding
4	Araport11	gene	15559618	15562253	.	-	.	AT4G32212	pseudogene
4	Araport11	gene	15562591	15562848	.	+	.	AT4G32215	transposable_element_gene
4	Araport11	gene	15563308	15565000	.	-	.	AT4G32220	transposable_element_gene
4	Araport11	gene	15565295	15566971	.	-	.	AT4G32230	protein_coding
4	Araport11	gene	15568264	15569564	.	+	.	AT4G32240	protein_coding
4	Araport11	gene	15570044	15573402	.	-	.	AT4G32250	protein_coding
4	Araport11	gene	15573553	15574737	.	-	.	AT4G32260	protein_coding
4	Araport11	gene	15576650	15576722	73	+	.	AT4G32265	pre_trna
4	Araport11	gene	15574869	15576540	.	-	.	AT4G32270	protein_coding
4	Araport11	gene	15576763	15579896	.	-	.	AT4G32272	protein_coding
4	Araport11	gene	15583332	15584903	.	+	.	AT4G32280	protein_coding
4	Araport11	gene	15585443	15588089	.	+	.	AT4G32285	protein_coding
4	Araport11	gene	15589434	15591213	.	-	.	AT4G32290	protein_coding
4	Araport11	gene	15592888	15594555	.	+	.	AT4G32295	protein_coding
4	Araport11	gene	15599475	15602597	.	+	.	AT4G32300	protein_coding
4	Araport11	gene	15602721	15605400	.	+	.	AT4G32320	protein_coding
4	Araport11	gene	15608905	15612339	.	+	.	AT4G32330	protein_coding
4	Araport11	gene	15612337	15614544	.	-	.	AT4G32340	protein_coding
4	Araport11	gene	15615184	15616382	.	-	.	AT4G32342	protein_coding
4	Araport11	gene	15617361	15621062	.	+	.	AT4G32350	protein_coding
4	Araport11	gene	15621075	15625003	.	+	.	AT4G32360	protein_coding
4	Araport11	gene	15625558	15627517	.	+	.	AT4G32370	protein_coding
4	Araport11	gene	15629115	15631690	.	+	.	AT4G32375	protein_coding
4	Araport11	gene	15632712	15635494	.	+	.	AT4G32380	protein_coding
4	Araport11	gene	15636415	15638040	.	+	.	AT4G32390	protein_coding
4	Araport11	gene	15638353	15640517	.	+	.	AT4G32400	protein_coding
4	Araport11	gene	15640490	15646844	.	-	.	AT4G32410	protein_coding
4	Araport11	gene	15647249	15652756	.	-	.	AT4G32420	protein_coding
4	Araport11	gene	15652775	15655531	.	+	.	AT4G32430	protein_coding
4	Araport11	gene	15656681	15660223	.	+	.	AT4G32440	protein_coding
4	Araport11	gene	15660927	15662879	.	+	.	AT4G32450	protein_coding
4	Araport11	gene	15662266	15665032	.	-	.	AT4G32460	protein_coding
4	Araport11	gene	15669219	15671249	.	-	.	AT4G32470	protein_coding
4	Araport11	gene	15671393	15671463	71	+	.	AT4G32475	pre_trna
4	Araport11	gene	15676240	15677977	.	+	.	AT4G32480	protein_coding
4	Araport11	gene	15678647	15679652	.	-	.	AT4G32490	protein_coding
4	Araport11	gene	15681017	15685339	.	+	.	AT4G32500	protein_coding
4	Araport11	gene	15685379	15689293	.	-	.	AT4G32510	protein_coding
4	Araport11	gene	15689436	15692989	.	-	.	AT4G32520	protein_coding
4	Araport11	gene	15693114	15695283	.	-	.	AT4G32530	protein_coding
4	Araport11	gene	15693964	15694616	.	+	.	AT4G32535	protein_coding
4	Araport11	gene	15700829	15703000	.	+	.	AT4G32540	protein_coding
4	Araport11	gene	15707425	15713662	.	+	.	AT4G32551	protein_coding
4	Araport11	gene	15713736	15716659	.	+	.	AT4G32560	protein_coding
4	Araport11	gene	15716232	15718867	.	-	.	AT4G32570	protein_coding
4	Araport11	gene	15719637	15720535	.	-	.	AT4G32580	protein_coding
4	Araport11	gene	15721289	15722946	.	+	.	AT4G32590	protein_coding
4	Araport11	gene	15723345	15726141	.	+	.	AT4G32600	protein_coding
4	Araport11	gene	15726201	15727977	.	-	.	AT4G32605	protein_coding
4	Araport11	gene	15728084	15730433	.	-	.	AT4G32610	protein_coding
4	Araport11	gene	15731443	15737807	.	+	.	AT4G32620	protein_coding
4	Araport11	gene	15737918	15741741	.	+	.	AT4G32630	protein_coding
4	Araport11	gene	15742001	15750862	.	+	.	AT4G32640	protein_coding
4	Araport11	gene	15751271	15755047	.	-	.	AT4G32650	protein_coding
4	Araport11	gene	15756018	15759314	.	+	.	AT4G32660	protein_coding
4	Araport11	gene	15759243	15763113	.	-	.	AT4G32670	protein_coding
4	Araport11	gene	15763237	15765169	.	-	.	AT4G32680	protein_coding
4	Araport11	gene	15765112	15767106	.	+	.	AT4G32690	protein_coding
4	Araport11	gene	15767185	15779697	.	+	.	AT4G32700	protein_coding
4	Araport11	gene	15779911	15783503	.	+	.	AT4G32710	protein_coding
4	Araport11	gene	15784588	15785340	.	+	.	AT4G32714	protein_coding
4	Araport11	gene	15786272	15786914	.	+	.	AT4G32717	protein_coding
4	Araport11	gene	15787194	15789996	.	+	.	AT4G32720	protein_coding
4	Araport11	gene	15790133	15796114	.	+	.	AT4G32730	protein_coding
4	Araport11	gene	15795901	15798254	.	-	.	AT4G32750	protein_coding
4	Araport11	gene	15799077	15804199	.	+	.	AT4G32760	protein_coding
4	Araport11	gene	15804549	15804630	82	+	.	AT4G32765	pre_trna
4	Araport11	gene	15804784	15808084	.	+	.	AT4G32770	protein_coding
4	Araport11	gene	15808852	15811926	.	+	.	AT4G32780	protein_coding
4	Araport11	gene	15811974	15815025	.	+	.	AT4G32790	protein_coding
4	Araport11	gene	15819489	15820879	.	+	.	AT4G32800	protein_coding
4	Araport11	gene	15828228	15831492	.	+	.	AT4G32810	protein_coding
4	Araport11	gene	15831163	15841656	.	-	.	AT4G32820	protein_coding
4	Araport11	gene	15842443	15844865	.	+	.	AT4G32830	protein_coding
4	Araport11	gene	15844576	15848552	.	-	.	AT4G32840	protein_coding
4	Araport11	gene	15849711	15855194	.	+	.	AT4G32850	protein_coding
4	Araport11	gene	15856474	15857440	.	-	.	AT4G32860	protein_coding
4	Araport11	gene	15862117	15862814	.	+	.	AT4G32870	protein_coding
4	Araport11	gene	15863339	15868650	.	-	.	AT4G32880	protein_coding
4	Araport11	gene	15875342	15876827	.	+	.	AT4G32890	protein_coding
4	Araport11	gene	15878569	15881082	.	-	.	AT4G32900	protein_coding
4	Araport11	gene	15881245	15885518	.	+	.	AT4G32910	protein_coding
4	Araport11	gene	15885520	15887044	.	+	.	AT4G32915	protein_coding
4	Araport11	gene	15887270	15896345	.	-	.	AT4G32920	protein_coding
4	Araport11	gene	15898784	15900289	.	+	.	AT4G32930	protein_coding
4	Araport11	gene	15900270	15903523	.	-	.	AT4G32940	protein_coding
4	Araport11	gene	15904082	15906099	.	-	.	AT4G32950	protein_coding
4	Araport11	gene	15908572	15910292	.	-	.	AT4G32960	protein_coding
4	Araport11	gene	15910345	15914356	.	-	.	AT4G32970	protein_coding
4	Araport11	gene	15914670	15918153	.	-	.	AT4G32980	protein_coding
